username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
A26UIS59SY4NM6	31	MCR	["108","MCR","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	108	he will accept	{"1":{"guess":"he will accept","time":11}}
A2SBISQJE2ZPJQ	15	TPR	["221","TPR","yé melá","I watched"]	221	she enter	NULL
AJWES6SFIP3AT	24	TP	["164","TP","ekki icedpi","she accepts"]	164	she will accept	NULL
A2K56J9POYUFCA	32	TPR	["219","TPR","ák melilí","he will watch"]	219	he will watch	NULL
A6ORRFI3XOACA	22	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":8}}
A3PT813GVSQMRY	15	TPR	["198","TPR","ák icedpilí","he will accept"]	198	he entered	NULL
A3IS28VQS5T5DE	26	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A26UIS59SY4NM6	32	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A13I8ASC3JQ04P	16	TPR	["217","TPR","ekki meli","she watches"]	217	She accepts	NULL
AJWES6SFIP3AT	25	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A2SBISQJE2ZPJQ	16	MC	["73","MC","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	73	I will enter	NULL
A6ORRFI3XOACA	23	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A3PT813GVSQMRY	16	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A36L5AJ4CF3WCK	35	TPR	["192","TPR","icedpil","to accept"]	192	accept	NULL
A3IS28VQS5T5DE	27	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A26UIS59SY4NM6	33	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A3MXI2O3JZ0TZH	32	TPR	["198","TPR","ák icedpilí","he will accept"]	198	NO_ANSWER_MADE	NULL
AJWES6SFIP3AT	26	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A2SBISQJE2ZPJQ	17	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A6ORRFI3XOACA	24	EX	["20","EX","yé enplá","I entered"]	20	I entered	NULL
A13I8ASC3JQ04P	17	MC	["84","MC","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	84	I will watch	NULL
A2K56J9POYUFCA	33	MCR	["107","MCR","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	107	he will watch	{"1":{"guess":"I accept","time":11},"2":{"guess":"he enters","time":2},"3":{"guess":"he will watch","time":0}}
A3IS28VQS5T5DE	28	TPR	["206","TPR","ák enpli","he enters"]	206	he enters	NULL
A3PT813GVSQMRY	17	TP	["169","TP","ák icedpü","he accepted"]	169	he accepted	NULL
A2SBISQJE2ZPJQ	18	EX	["20","EX","yé enplá","I entered"]	20	I entered	NULL
A6ORRFI3XOACA	25	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
AJWES6SFIP3AT	27	TP	["177","TP","pi enplilíz","you will enter"]	177	you will enter	NULL
A26UIS59SY4NM6	34	TPR	["222","TPR","pi melizpe","you watched"]	222	he watched	NULL
A13I8ASC3JQ04P	18	TPR	["204","TPR","yé enplé","I enter"]	204	I will enter	NULL
A2K56J9POYUFCA	34	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A3IS28VQS5T5DE	29	MC	["47","MC","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	47	she watched	NULL
A3MXI2O3JZ0TZH	33	TPR	["204","TPR","yé enplé","I enter"]	204	NO_ANSWER_MADE	NULL
A2SBISQJE2ZPJQ	19	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
AJWES6SFIP3AT	28	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A3PT813GVSQMRY	18	TPR	["209","TPR","pi enplilíz","you will enter"]	209	i entered	NULL
A6ORRFI3XOACA	26	MC	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	32	to accept	NULL
A13I8ASC3JQ04P	19	MCR	["152","MCR","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	152	she will watch	{"1":{"guess":"she will watch","time":7}}
A26UIS59SY4NM6	35	MC	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	54	she accepts	NULL
A3IS28VQS5T5DE	30	MCR	["111","MCR","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	111	she will accept	{"1":{"guess":"she will accept","time":9}}
A2K56J9POYUFCA	35	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you will enter	{"1":{"guess":"you will enter","time":3}}
A2SBISQJE2ZPJQ	20	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	she entered	{"1":{"guess":"I enter","time":12},"2":{"guess":"she entered","time":7}}
A3PT813GVSQMRY	19	TP	["164","TP","ekki icedpi","she accepts"]	164	she accepts	NULL
AJWES6SFIP3AT	29	TP	["176","TP","yé enplilá","I will enter"]	176	i will enter	NULL
A6ORRFI3XOACA	27	TP	["173","TP","pi enpliz","you enter"]	173	you will enter	NULL
A13I8ASC3JQ04P	20	TPR	["201","TPR","ák icedpü","he accepted"]	201	You accept	NULL
A3MXI2O3JZ0TZH	34	TP	["163","TP","ák icedpi","he accepts"]	163	NO_ANSWER_MADE	NULL
A3I6BRC06LZA5Z	1	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A3IS28VQS5T5DE	31	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you will enter	{"1":{"guess":"you will enter","time":10}}
A3PT813GVSQMRY	20	MC	["87","MC","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	87	he will watch	NULL
AJWES6SFIP3AT	30	MCR	["97","MCR","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	97	to accept	{"1":{"guess":"to accept","time":9}}
A3IS28VQS5T5DE	32	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	you will enter	NULL
A2SBISQJE2ZPJQ	21	MCR	["102","MCR","ák icedpi","he accepts","she entered","he enters","you enter","you entered"]	102	he accepts	{"1":{"guess":"she entered","time":13},"2":{"guess":"you entered","time":10},"3":{"guess":"he accepts","time":7}}
A3I6BRC06LZA5Z	2	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	you accept	NULL
A3PT813GVSQMRY	21	MC	["81","MC","melil","to watch","to accept","he will enter","I enter","she watches"]	81	to watch	NULL
A13I8ASC3JQ04P	21	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she accepts	NULL
A3I6BRC06LZA5Z	3	MC	["57","MC","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	57	you enter	NULL
A6ORRFI3XOACA	28	TP	["182","TP","ák enplü","he entered"]	182	he enters	NULL
A2SBISQJE2ZPJQ	22	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A3MXI2O3JZ0TZH	35	TPR	["215","TPR","ekki enplü","she entered"]	215	NO_ANSWER_MADE	NULL
A13I8ASC3JQ04P	22	MC	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	54	to enter	NULL
A3IS28VQS5T5DE	33	MC	["79","MC","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	79	she will accept	NULL
A3PT813GVSQMRY	22	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A3I6BRC06LZA5Z	4	MC	["69","MC","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	69	he will enter	NULL
AJWES6SFIP3AT	31	MC	["79","MC","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	79	she entered	NULL
A2SBISQJE2ZPJQ	23	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A13I8ASC3JQ04P	23	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A3I6BRC06LZA5Z	5	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A3PT813GVSQMRY	23	MC	["75","MC","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	75	you entered	NULL
A3IS28VQS5T5DE	34	MCR	["141","MCR","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	141	he enters	{"1":{"guess":"he will accept","time":12},"2":{"guess":"he enters","time":7}}
A6ORRFI3XOACA	29	MC	["84","MC","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	84	I will watch	NULL
AJWES6SFIP3AT	32	TP	["161","TP","yé icedpé","I accept"]	161	i accepted	NULL
A13I8ASC3JQ04P	24	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A2SBISQJE2ZPJQ	24	MCR	["158","MCR","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	158	she watched	{"1":{"guess":"I will watch","time":14},"2":{"guess":"she watched","time":10}}
A3PT813GVSQMRY	24	MC	["82","MC","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	82	she watches	NULL
A3I6BRC06LZA5Z	6	TP	["173","TP","pi enpliz","you enter"]	173	you will enter	NULL
A3IS28VQS5T5DE	35	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
AJWES6SFIP3AT	33	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
A6ORRFI3XOACA	30	MC	["79","MC","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	79	she watched	NULL
A3I6BRC06LZA5Z	7	MC	["92","MC","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	92	he entered	NULL
A13I8ASC3JQ04P	25	TPR	["194","TPR","pi icedpiz","you accept"]	194	I accept	NULL
A3PT813GVSQMRY	25	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she accepted	NULL
AJWES6SFIP3AT	34	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A13I8ASC3JQ04P	26	MC	["36","MC","pi icedpiz","you accept","I watched","she will enter","she will watch","she accepted"]	36	you accept	NULL
A2SBISQJE2ZPJQ	25	TPR	["199","TPR","ekki icedpilí","she will accept"]	199	she watched	NULL
A3I6BRC06LZA5Z	8	MCR	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	156	she accepts	{"1":{"guess":"to watch","time":14},"2":{"guess":"she enters","time":11},"3":{"guess":"she accepts","time":9}}
A3PT813GVSQMRY	26	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A13I8ASC3JQ04P	27	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	I will enter	NULL
A6ORRFI3XOACA	31	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104	she accepts	{"1":{"guess":"she accepts","time":2}}
AJWES6SFIP3AT	35	MC	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	71	she will enter	NULL
A3PT813GVSQMRY	27	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A3I6BRC06LZA5Z	9	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	to watch	{"1":{"guess":"he enters","time":12},"2":{"guess":"she entered","time":10},"3":{"guess":"to watch","time":8}}
A2SBISQJE2ZPJQ	26	MCR	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	133	you accepted	{"1":{"guess":"I will accept","time":12},"2":{"guess":"I entered","time":6},"3":{"guess":"you accepted","time":5}}
A3I6BRC06LZA5Z	10	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A13I8ASC3JQ04P	28	MCR	["147","MCR","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	147	she watches	{"1":{"guess":"she will watch","time":11},"2":{"guess":"she watched","time":8},"3":{"guess":"she watches","time":5}}
A3PT813GVSQMRY	28	MC	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	71	she will enter	NULL
A6ORRFI3XOACA	32	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	you enter	{"1":{"guess":"you enter","time":3}}
A3I6BRC06LZA5Z	11	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A3PT813GVSQMRY	29	MCR	["103","MCR","ák icedpi","he accepts","I watched","he entered","he will watch","she enters"]	103	he accepts	{"1":{"guess":"he accepts","time":10}}
A13I8ASC3JQ04P	29	TPR	["198","TPR","ák icedpilí","he will accept"]	198	He accepts	NULL
A6ORRFI3XOACA	33	MCR	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	143	she entered	{"1":{"guess":"she entered","time":7}}
A2SBISQJE2ZPJQ	27	TP	["178","TP","ák enplilí","he will enter"]	178	you will enter	NULL
A3PT813GVSQMRY	30	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A3I6BRC06LZA5Z	12	MCR	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	139	you entered	{"1":{"guess":"he accepted","time":10},"2":{"guess":"you entered","time":7}}
A2SBISQJE2ZPJQ	28	MC	["76","MC","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	76	she entered	NULL
A13I8ASC3JQ04P	30	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"I will enter","time":8}}
A6ORRFI3XOACA	34	TP	["171","TP","enplil","to enter"]	171	to enter	NULL
A3PT813GVSQMRY	31	MC	["35","MC","yé icedpé","I accept","she watched","he accepts","I will accept","she accepted"]	35	I will accept	NULL
A3I6BRC06LZA5Z	13	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"to enter","time":11},"2":{"guess":"I watched","time":8}}
A2SBISQJE2ZPJQ	29	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"you will enter","time":12},"2":{"guess":"she watched","time":9},"3":{"guess":"she accepted","time":7}}
A6ORRFI3XOACA	35	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will enter	NULL
A13I8ASC3JQ04P	31	TPR	["200","TPR","pi icedpizpe","you accepted"]	200	You accept	NULL
A3I6BRC06LZA5Z	14	MC	["62","MC","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	62	she will accept	NULL
A3I6BRC06LZA5Z	15	MC	["83","MC","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	83	he will enter	NULL
A13I8ASC3JQ04P	32	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
A3PT813GVSQMRY	32	TP	["177","TP","pi enplilíz","you will enter"]	177	you enter	NULL
A2SBISQJE2ZPJQ	30	TPR	["199","TPR","ekki icedpilí","she will accept"]	199	you enter	NULL
A13I8ASC3JQ04P	33	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A3PT813GVSQMRY	33	MCR	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	133	he will enter	{"1":{"guess":"he will enter","time":11}}
A3I6BRC06LZA5Z	16	MCR	["134","MCR","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	134	to enter	{"1":{"guess":"he accepts","time":10},"2":{"guess":"to enter","time":9}}
A13I8ASC3JQ04P	34	TP	["179","TP","ekki enplilí","she will enter"]	179	she will enter	NULL
A3PT813GVSQMRY	34	TPR	["209","TPR","pi enplilíz","you will enter"]	209	you entered	NULL
A3I6BRC06LZA5Z	17	MCR	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	109	he will accept	{"1":{"guess":"she accepts","time":14},"2":{"guess":"to accept","time":11},"3":{"guess":"he will accept","time":4}}
A2SBISQJE2ZPJQ	31	TP	["183","TP","ekki enplü","she entered"]	183	you will enter	NULL
A3PT813GVSQMRY	35	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":11}}
A13I8ASC3JQ04P	35	MCR	["114","MCR","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	114	he accepted	{"1":{"guess":"he accepted","time":10}}
A9YJYYOWOVCR1	1	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A9YJYYOWOVCR1	2	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A3I6BRC06LZA5Z	18	TPR	["206","TPR","ák enpli","he enters"]	206	to accept	NULL
A2SBISQJE2ZPJQ	32	TPR	["221","TPR","yé melá","I watched"]	221	you enter	NULL
A3I6BRC06LZA5Z	19	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	you accepted	NULL
A9YJYYOWOVCR1	3	MCR	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	143	she watched	{"1":{"guess":"he will watch","time":6},"2":{"guess":"you watched","time":3},"3":{"guess":"she watched","time":1}}
A3I6BRC06LZA5Z	20	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	you enter	NULL
A9YJYYOWOVCR1	4	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
ARTSG66V2MOJ6	1	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A2SBISQJE2ZPJQ	33	TPR	["206","TPR","ák enpli","he enters"]	206	she enter	NULL
A3I6BRC06LZA5Z	21	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	you enter	NULL
ARTSG66V2MOJ6	2	MCR	["141","MCR","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	141	he entered	{"1":{"guess":"he entered","time":12}}
A9YJYYOWOVCR1	5	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	I will watch	NULL
ARTSG66V2MOJ6	3	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":12}}
A2SBISQJE2ZPJQ	34	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	she entered	{"1":{"guess":"he will watch","time":11},"2":{"guess":"I will enter","time":8},"3":{"guess":"she entered","time":5}}
A3I6BRC06LZA5Z	22	MCR	["107","MCR","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	107	he enters	{"1":{"guess":"I accept","time":10},"2":{"guess":"I watched","time":8},"3":{"guess":"he enters","time":7}}
A3I6BRC06LZA5Z	23	MCR	["158","MCR","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	158	I accept	{"1":{"guess":"I will watch","time":13},"2":{"guess":"I accept","time":11}}
A2SBISQJE2ZPJQ	35	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
ARTSG66V2MOJ6	4	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"she will enter","time":10},"2":{"guess":"I will enter","time":9}}
ARTSG66V2MOJ6	5	MCR	["118","MCR","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	118	to enter	{"1":{"guess":"to enter","time":14}}
A319HGTKM0UY0V	1	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
ARTSG66V2MOJ6	6	MC	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	44	he will accept	NULL
A3I6BRC06LZA5Z	24	TPR	["206","TPR","ák enpli","he enters"]	206	she accept 	NULL
A319HGTKM0UY0V	2	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"I enter","time":10},"2":{"guess":"he entered","time":8}}
ARTSG66V2MOJ6	7	MC	["48","MC","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	48	you accepted	NULL
