username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
AEHRL61KFSZ73	34	MC	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	93	I will watch	NULL
A77K8W55MJEKX	29	TPR	["207","TPR","ekki enpli","she enters"]	207	he entered	NULL
A340UGIDGIF4W6	22	TP	["173","TP","pi enpliz","you enter"]	173	NO_ANSWER_MADE	NULL
A2QB999SQBS8Z6	35	TPR	["203","TPR","enplil","to enter"]	203	to enter	NULL
A10ZOUOZZ3EOAJ	30	MC	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	32	to accept	NULL
A2EOOF9D135HQ1	24	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A1CH3TODZNQCES	24	TPR	["210","TPR","ák enplilí","he will enter"]	210	he enters	NULL
A1G5BALVLNHTPU	32	MC	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	32	to accept	NULL
A1K8QNLYYYX21W	25	MCR	["97","MCR","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	97	she will enter	{"1":{"guess":"he accepts","time":11},"2":{"guess":"she will enter","time":10}}
AEHRL61KFSZ73	35	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	I will enter	NULL
A77K8W55MJEKX	30	MCR	["135","MCR","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	135	he enters	{"1":{"guess":"you enter","time":13},"2":{"guess":"he enters","time":10}}
A10ZOUOZZ3EOAJ	31	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A2EOOF9D135HQ1	25	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A15RJPRX0KVUFS	1	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A1G5BALVLNHTPU	33	MCR	["124","MCR","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	124	he enters	{"1":{"guess":"he enters","time":12}}
A1K8QNLYYYX21W	26	MCR	["123","MCR","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	123	she will accept	{"1":{"guess":"she watches","time":14},"2":{"guess":"to accept","time":13},"3":{"guess":"she will accept","time":12}}
A2HGZOXZ36XKRI	29	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"you watched","time":10},"2":{"guess":"to watch","time":8},"3":{"guess":"I will enter","time":2}}
A1CH3TODZNQCES	25	MCR	["138","MCR","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	138	you entered	{"1":{"guess":"you watched","time":11},"2":{"guess":"I will accept","time":5},"3":{"guess":"you entered","time":4}}
A10ZOUOZZ3EOAJ	32	MCR	["108","MCR","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	108	he will accept	{"1":{"guess":"he will accept","time":11}}
A2EOOF9D135HQ1	26	TP	["185","TP","ekki meli","she watches"]	185	she will watch	NULL
A1G5BALVLNHTPU	34	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A15RJPRX0KVUFS	2	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A340UGIDGIF4W6	23	TP	["182","TP","ák enplü","he entered"]	182	NO_ANSWER_MADE	NULL
A2HGZOXZ36XKRI	30	MC	["78","MC","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	78	she entered	NULL
A1K8QNLYYYX21W	27	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A1CH3TODZNQCES	26	MC	["67","MC","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	67	you watched	NULL
A10ZOUOZZ3EOAJ	33	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A77K8W55MJEKX	31	TP	["164","TP","ekki icedpi","she accepts"]	164	he enters	NULL
A1G5BALVLNHTPU	35	MC	["64","MC","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	64	you watched	NULL
A2EOOF9D135HQ1	27	MC	["64","MC","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	64	I will enter	NULL
A1K8QNLYYYX21W	28	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A1CH3TODZNQCES	27	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A15RJPRX0KVUFS	3	MCR	["147","MCR","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	147	she watches	{"1":{"guess":"she will watch","time":14},"2":{"guess":"she watched","time":10},"3":{"guess":"she watches","time":9}}
A77K8W55MJEKX	32	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
A10ZOUOZZ3EOAJ	34	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you will enter	{"1":{"guess":"you accept","time":11},"2":{"guess":"you will enter","time":9}}
A1CH3TODZNQCES	28	MCR	["150","MCR","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	150	he will watch	{"1":{"guess":"he will watch","time":13}}
A2EOOF9D135HQ1	28	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A1K8QNLYYYX21W	29	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A15RJPRX0KVUFS	4	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
A2HGZOXZ36XKRI	31	TP	["166","TP","ák icedpilí","he will accept"]	166	he accepts	NULL
A340UGIDGIF4W6	24	MC	["87","MC","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	87	NO_ANSWER_MADE	NULL
A77K8W55MJEKX	33	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
A1K8QNLYYYX21W	30	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	you accept	NULL
A3CFBT2CBQQIZY	1	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A10ZOUOZZ3EOAJ	35	TP	["185","TP","ekki meli","she watches"]	185	you enter	NULL
A340UGIDGIF4W6	25	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A15RJPRX0KVUFS	5	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
A77K8W55MJEKX	34	MC	["75","MC","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	75	he will enter	NULL
A2HGZOXZ36XKRI	32	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
A2EOOF9D135HQ1	29	MC	["92","MC","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	92	you watched	NULL
A1K8QNLYYYX21W	31	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A3CFBT2CBQQIZY	2	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A1CH3TODZNQCES	29	TPR	["203","TPR","enplil","to enter"]	203	NO_ANSWER_MADE	NULL
A77K8W55MJEKX	35	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
A15RJPRX0KVUFS	6	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A1K8QNLYYYX21W	32	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A1CH3TODZNQCES	30	MC	["60","MC","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	60	you will enter	NULL
A3CFBT2CBQQIZY	3	MC	["74","MC","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	74	you watched	NULL
A15RJPRX0KVUFS	7	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"she accepts","time":14}}
A2EOOF9D135HQ1	30	TP	["190","TP","pi melizpe","you watched"]	190	you watched	NULL
A2HGZOXZ36XKRI	33	TP	["171","TP","enplil","to enter"]	171	enter	NULL
A1K8QNLYYYX21W	33	MCR	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	109	to accept	{"1":{"guess":"she accepts","time":13},"2":{"guess":"you accepted","time":11},"3":{"guess":"to accept","time":10}}
A340UGIDGIF4W6	26	MC	["56","MC","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	56	NO_ANSWER_MADE	NULL
A15RJPRX0KVUFS	8	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	you accepted	{"1":{"guess":"you accepted","time":9}}
A1CH3TODZNQCES	31	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she accepts	NULL
A3CFBT2CBQQIZY	4	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"she will accept","time":9},"2":{"guess":"I will enter","time":6}}
A2HGZOXZ36XKRI	34	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":11}}
A1K8QNLYYYX21W	34	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
AY5QUURIR136D	1	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A1CH3TODZNQCES	32	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she watches	{"1":{"guess":"she watches","time":11}}
A2EOOF9D135HQ1	31	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	he accepted	NULL
A3CFBT2CBQQIZY	5	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
A2HGZOXZ36XKRI	35	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A1K8QNLYYYX21W	35	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A15RJPRX0KVUFS	9	TP	["191","TP","ekki melü","she watched"]	191	She watches	NULL
A1CH3TODZNQCES	33	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
AY5QUURIR136D	2	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	she will accept	NULL
A2EOOF9D135HQ1	32	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A3CFBT2CBQQIZY	6	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A15RJPRX0KVUFS	10	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will enter	NULL
AY5QUURIR136D	3	MCR	["119","MCR","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	119	to enter	{"1":{"guess":"to enter","time":14}}
A1CH3TODZNQCES	34	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	you accepted	{"1":{"guess":"you entered","time":13},"2":{"guess":"you accepted","time":11}}
A2EOOF9D135HQ1	33	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A3CFBT2CBQQIZY	7	MCR	["149","MCR","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	149	I will watch	{"1":{"guess":"I watched","time":9},"2":{"guess":"I will watch","time":7}}
AY5QUURIR136D	4	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A15RJPRX0KVUFS	11	TP	["177","TP","pi enplilíz","you will enter"]	177	He will enter	NULL
A2EOOF9D135HQ1	34	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A1CH3TODZNQCES	35	TPR	["210","TPR","ák enplilí","he will enter"]	210	you will accept	NULL
AY5QUURIR136D	5	EX	["21","EX","pi enplizpe","you entered"]	21	you entered	NULL
A3CFBT2CBQQIZY	8	MC	["83","MC","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	83	she accepts	NULL
A15RJPRX0KVUFS	12	MC	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	93	he will enter	NULL
A2EOOF9D135HQ1	35	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
AY5QUURIR136D	6	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A15RJPRX0KVUFS	13	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":11}}
AY5QUURIR136D	7	TP	["188","TP","ekki melilí","she will watch"]	188	she entered	NULL
A3CFBT2CBQQIZY	9	TP	["177","TP","pi enplilíz","you will enter"]	177	I accept	NULL
A15RJPRX0KVUFS	14	TPR	["223","TPR","ekki melü","she watched"]	223	She watches	NULL
AY5QUURIR136D	8	TP	["173","TP","pi enpliz","you enter"]	173	you entered	NULL
A3CFBT2CBQQIZY	10	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A15RJPRX0KVUFS	15	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
AY5QUURIR136D	9	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A15RJPRX0KVUFS	16	TPR	["209","TPR","pi enplilíz","you will enter"]	209	he will enter	NULL
AY5QUURIR136D	10	MCR	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	144	to watch	{"1":{"guess":"to watch","time":9}}
A15RJPRX0KVUFS	17	TPR	["209","TPR","pi enplilíz","you will enter"]	209	you will enter	NULL
A3CFBT2CBQQIZY	11	MCR	["112","MCR","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	112	you accepted	{"1":{"guess":"you accepted","time":4}}
A15RJPRX0KVUFS	18	MCR	["132","MCR","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	132	he will enter	{"1":{"guess":"he will enter","time":12}}
AY5QUURIR136D	11	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"she accepts","time":11}}
A3CFBT2CBQQIZY	12	MC	["92","MC","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	92	she enters	NULL
AY5QUURIR136D	12	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A15RJPRX0KVUFS	19	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
AY5QUURIR136D	13	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"to accept","time":10}}
A15RJPRX0KVUFS	20	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"to accept","time":10}}
A3CFBT2CBQQIZY	13	TPR	["217","TPR","ekki meli","she watches"]	217	she waited	NULL
AY5QUURIR136D	14	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A15RJPRX0KVUFS	21	TP	["162","TP","pi icedpiz","you accept"]	162	i will enter	NULL
A3CFBT2CBQQIZY	14	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
AY5QUURIR136D	15	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
A15RJPRX0KVUFS	22	MCR	["111","MCR","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	111	she will accept	{"1":{"guess":"she will accept","time":12}}
A3CFBT2CBQQIZY	15	MC	["72","MC","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	72	I entered	NULL
A15RJPRX0KVUFS	23	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A15RJPRX0KVUFS	24	MCR	["120","MCR","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	120	I enter	{"1":{"guess":"I enter","time":14}}
AY5QUURIR136D	16	MCR	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	98	I accept	{"1":{"guess":"I accept","time":2}}
A3O7X46E3REM7I	1	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A3CFBT2CBQQIZY	16	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
A11W7R2O4RQSSS	1	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A15RJPRX0KVUFS	25	MCR	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	151	he will watch	{"1":{"guess":"he will watch","time":8}}
AY5QUURIR136D	17	MCR	["129","MCR","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	129	I will enter	{"1":{"guess":"I entered","time":7},"2":{"guess":"I will enter","time":6}}
A3O7X46E3REM7I	2	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"she accepted","time":11},"2":{"guess":"I entered","time":7}}
A11W7R2O4RQSSS	2	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	she will enter	{"1":{"guess":"she entered","time":13},"2":{"guess":"she will enter","time":12}}
A15RJPRX0KVUFS	26	TP	["183","TP","ekki enplü","she entered"]	183	she entered	NULL
AY5QUURIR136D	18	MCR	["126","MCR","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	126	she enters	{"1":{"guess":"she enters","time":11}}
A11W7R2O4RQSSS	3	MC	["72","MC","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	72	he will enter	NULL
A3CFBT2CBQQIZY	17	TP	["180","TP","yé enplá","I entered"]	180	she waited	NULL
A11W7R2O4RQSSS	4	MCR	["135","MCR","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	135	she will enter	{"1":{"guess":"she will enter","time":15}}
A3O7X46E3REM7I	3	MCR	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	144	I entered	{"1":{"guess":"he accepted","time":10},"2":{"guess":"I watched","time":8},"3":{"guess":"I entered","time":6}}
AY5QUURIR136D	19	TPR	["204","TPR","yé enplé","I enter"]	204	I will enter	NULL
A3CFBT2CBQQIZY	18	MC	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	54	to enter	NULL
A3O7X46E3REM7I	4	MC	["72","MC","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	72	he will enter	NULL
A11W7R2O4RQSSS	5	TP	["173","TP","pi enpliz","you enter"]	173	i enter	NULL
A15RJPRX0KVUFS	27	TP	["165","TP","yé icedpilá","I will accept"]	165	i will watch	NULL
AY5QUURIR136D	20	MC	["38","MC","ák icedpi","he accepts","she entered","he enters","you enter","you entered"]	38	he accepts	NULL
A3O7X46E3REM7I	5	MC	["41","MC","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	41	he will watch	NULL
A3CFBT2CBQQIZY	19	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she accepts	NULL
A11W7R2O4RQSSS	6	MC	["69","MC","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	69	you will enter	NULL
A15RJPRX0KVUFS	28	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"I will enter","time":11}}
A11W7R2O4RQSSS	7	MCR	["118","MCR","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	118	to enter	{"1":{"guess":"you accepted","time":15},"2":{"guess":"she will watch","time":14},"3":{"guess":"to enter","time":13}}
A3O7X46E3REM7I	6	TP	["181","TP","pi enplizpe","you entered"]	181	i will enter	NULL
AY5QUURIR136D	21	MC	["36","MC","pi icedpiz","you accept","I watched","she will enter","she will watch","she accepted"]	36	you accept	NULL
A3CFBT2CBQQIZY	20	MCR	["112","MCR","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	112	you accepted	{"1":{"guess":"I watched","time":8},"2":{"guess":"you accepted","time":5}}
A11W7R2O4RQSSS	8	TPR	["209","TPR","pi enplilíz","you will enter"]	209	You will enter	NULL
A15RJPRX0KVUFS	29	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
A3O7X46E3REM7I	7	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she will accept	{"1":{"guess":"she enters","time":12},"2":{"guess":"you accepted","time":10},"3":{"guess":"she will accept","time":9}}
A3CFBT2CBQQIZY	21	MCR	["147","MCR","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	147	she watches	{"1":{"guess":"she watched","time":9},"2":{"guess":"she watches","time":8}}
AY5QUURIR136D	22	MC	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	93	you watched	NULL
A15RJPRX0KVUFS	30	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A3O7X46E3REM7I	8	MC	["43","MC","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	43	he enters	NULL
A11W7R2O4RQSSS	9	TP	["173","TP","pi enpliz","you enter"]	173	you enter	NULL
A15RJPRX0KVUFS	31	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A3CFBT2CBQQIZY	22	MCR	["135","MCR","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	135	she will enter	{"1":{"guess":"she will accept","time":12},"2":{"guess":"she will enter","time":7}}
A3O7X46E3REM7I	9	MCR	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	144	to watch	{"1":{"guess":"I watched","time":13},"2":{"guess":"to watch","time":11}}
AY5QUURIR136D	23	TPR	["198","TPR","ák icedpilí","he will accept"]	198	he entered	NULL
A11W7R2O4RQSSS	10	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"she will enter","time":14},"2":{"guess":"I will enter","time":13}}
A15RJPRX0KVUFS	32	TP	["186","TP","yé melilá","I will watch"]	186	you will enter	NULL
A3O7X46E3REM7I	10	MCR	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	151	he will watch	{"1":{"guess":"he will watch","time":12}}
A3CFBT2CBQQIZY	23	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she accepted	{"1":{"guess":"she accepted","time":11}}
A11W7R2O4RQSSS	11	MCR	["120","MCR","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	120	to enter	{"1":{"guess":"he will watch","time":14},"2":{"guess":"you accept","time":12},"3":{"guess":"to enter","time":11}}
A15RJPRX0KVUFS	33	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":14}}
AY5QUURIR136D	24	TPR	["206","TPR","ák enpli","he enters"]	206	he entered	NULL
A3CFBT2CBQQIZY	24	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	I watched	NULL
A3O7X46E3REM7I	11	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":8}}
A11W7R2O4RQSSS	12	TP	["172","TP","yé enplé","I enter"]	172	she enters	NULL
AY5QUURIR136D	25	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A15RJPRX0KVUFS	34	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A3CFBT2CBQQIZY	25	MC	["38","MC","ák icedpi","he accepts","she entered","he enters","you enter","you entered"]	38	he enters	NULL
A3O7X46E3REM7I	12	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	he accepts	NULL
A15RJPRX0KVUFS	35	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A11W7R2O4RQSSS	13	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"she accepted","time":10}}
A3CFBT2CBQQIZY	26	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
AY5QUURIR136D	26	MCR	["135","MCR","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	135	she will enter	{"1":{"guess":"she will enter","time":6}}
A2CGIO3YQYJ92M	1	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A11W7R2O4RQSSS	14	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A3O7X46E3REM7I	13	TPR	["193","TPR","yé icedpé","I accept"]	193	She accepts	NULL
A3CFBT2CBQQIZY	27	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A2CGIO3YQYJ92M	2	MC	["39","MC","ák icedpi","he accepts","I watched","he entered","he will watch","she enters"]	39	he accepts	NULL
A11W7R2O4RQSSS	15	TPR	["210","TPR","ák enplilí","he will enter"]	210	I will watch	NULL
A3O7X46E3REM7I	14	MC	["56","MC","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	56	I enter	NULL
A3CFBT2CBQQIZY	28	MCR	["119","MCR","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	119	to enter	{"1":{"guess":"to enter","time":13}}
AY5QUURIR136D	27	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"she accepted","time":3}}
A2CGIO3YQYJ92M	3	EX	["20","EX","yé enplá","I entered"]	20	I entered	NULL
AY5QUURIR136D	28	TPR	["209","TPR","pi enplilíz","you will enter"]	209	you will enter	NULL
A3O7X46E3REM7I	15	MCR	["123","MCR","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	123	to accept	{"1":{"guess":"she will accept","time":8},"2":{"guess":"she watches","time":6},"3":{"guess":"to accept","time":4}}
A11W7R2O4RQSSS	16	TPR	["213","TPR","pi enplizpe","you entered"]	213	i enter	NULL
A2CGIO3YQYJ92M	4	MCR	["150","MCR","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	150	she watches	{"1":{"guess":"to accept","time":7},"2":{"guess":"she accepted","time":4},"3":{"guess":"she watches","time":3}}
A3CFBT2CBQQIZY	29	TP	["190","TP","pi melizpe","you watched"]	190	you will watch	NULL
AY5QUURIR136D	29	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A2C70CEYBGWK97	1	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
A3O7X46E3REM7I	16	MC	["94","MC","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	94	to accept	NULL
A2CGIO3YQYJ92M	5	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104	she accepts	{"1":{"guess":"she accepts","time":10}}
A3CFBT2CBQQIZY	30	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A3O7X46E3REM7I	17	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
A2JJHLWZKVOPQQ	1	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
AY5QUURIR136D	30	MCR	["147","MCR","ekki meli","she watches","she will watch","she accepts","he will enter","she watched"]	147	she watches	{"1":{"guess":"she watches","time":7}}
A2C70CEYBGWK97	2	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she watches	{"1":{"guess":"you accept","time":12},"2":{"guess":"she watches","time":11}}
A11W7R2O4RQSSS	17	MC	["94","MC","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	94	NO_ANSWER_MADE	NULL
A2CGIO3YQYJ92M	6	MCR	["100","MCR","pi icedpiz","you accept","I watched","she will enter","she will watch","she accepted"]	100	you accept	{"1":{"guess":"you accept","time":11}}
A3CFBT2CBQQIZY	31	MC	["47","MC","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	47	she will accept	NULL
A3O7X46E3REM7I	18	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	she accepts	NULL
A2JJHLWZKVOPQQ	2	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	she watches	NULL
A2C70CEYBGWK97	3	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A2UHF7UL7G0Y78	17	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
AY5QUURIR136D	31	TPR	["196","TPR","ekki icedpi","she accepts"]	196	she accepts	NULL
